ID,Title of Artwork,Year,Street Address,Address Data,Primary Artist,Type,Current Status,Property Ownership,Agency or Insitution,Stewardship Responsibility,Program ,Artist Assistants ,Architect,Creation/Dedication Date,Arts District,City,State,Zipcode,Location Name,Location Description,Related Property,Indoor/Outdoor Accessible,Medium,Description of Artwork,Subject (Person),Comments and Notes,Dimensions,Primary Artist Gender,Fabricator,Maintenance/ Conservation Reports on File,Maintenance/Conservation Notes,Save Outdoor Sculpture file on record,Funding Source,Wikipedia URL,osm_id,Council District,Neighborhood,Community Statistical Area (CSA),Latitude,Longitude,Point Data,Coordinate Accuracy,Modified
1979.007.PfA.JaPhi,Unknown,1979,850 W. North Avenue,,James Phillips,Mural,,Mayor & City Council,Baltimore City Public Schools,"City of Baltimore - BOPA,Baltimore City Public Schools",Percent for Public Art (BOPA),,,,,Baltimore,MD,21217,Duke Ellington ES,Interior,Duke Ellington ES,Indoor,mural,,,,,Male,,,,,,,,7,Reservoir Hill,Penn North/Reservoir Hill,39.31060050292251, -76.63117362629185,,,5/15/2019 4:32pm
,Baltimore Love Mural #11,2015,6920 Holabird Avenue,,Michael Owen,Mural,,,,,Baltimore Love Project,,,,,Baltimore,MD,,Dundalk ,,,Outdoor,painted mural,,,,,Male,,,,,,,,,,,39.272806,-76.52432,address,,
1978.028.XXX.GeSug,Baltimore Federal,1978,101 W. Lombard Street,,George Sugarman,Sculpture,in place,Federal Property,,,,,,5/1/1978,,Baltimore,MD,21201,E.A. Garmatz Federal Building,Entrance plaza near Hanover & Lombard St.,,Outdoor,painted aluminum,,,,18 x 54 x 45 ft.,Male,,2009; 1991/1993,"Crack in steel of orange seat. Public hazard. Also scratched, needs cleaning; very dirty, repainted wrong colors, nuts & bolts at base rusting, bird guano, corroded",checked,,,node/4929758574,11,Downtown West,Downtown/Seton Hill,39.287487, -76.616472,,,11/9/2021 10:34pm
1975.023.BWB.RoSpe,,1975,414 E. 27th Street,,Ronald Spencer,Mural,"""Mural Missing- no longer visible, removed, or repainted"",missing",,,City of Baltimore - BOPA,Beautiful Walls for Baltimore (BOPA),Nicholas Aumiller,,,,Baltimore,MD,21218,East Side of Building,Facing Harwood Park,,Outdoor,painted mural,No longer visible,,,,Male,,,,,,,,14,Better Waverly,Greater Charles Vill./Barclay,39.320680,-76.609291,,,
,Missing Pieces Can Be Found,2013,414 E. 27th Street,,Ellisa Yates,Mural,in place,,,,,,,,,Baltimore,MD,21218,East Side of Building,Facing Harwood Park,,Outdoor,painted mural,,,,,Female,,,,,,,,,,,39.320680,-76.609291,,,
2002.003.BMP.SaHol,A Throne for the Eulipions,2002,N. Howard Street at W. Centre Street and W. Madison Street,Intersection,Sam Christian Holmes,Structure,in place,,,,,,,,,Baltimore,MD,21201,East side of Howard St. at Centre and Madison Sts.,East side of Howard St. at Centre and Madison Sts.,,Outdoor,bus shelters,Bus shelters with metalwork,,,,Male,,2005; 1991/1993,Piece broken off of shelter artwork at Howard/ Centre; graffiti on seats and rust affecting both stations,,,,way/336380172,11,Seton Hill,Downtown/Seton Hill,39.29593451485474,-76.61975249505855,,,8/21/2022 6:25pm
1975.018.BWB.WaCam,,1975,322 Albermarle Street,,Wayne Cambern,Mural,Mural damaged- severely faded or tagged (possible to repair),,,City of Baltimore - BOPA,Beautiful Walls for Baltimore (BOPA),Susan Earle,,,,Baltimore,MD,21202,Eastern Ave & Albermarle St,South Side of Building- facing Parking lot,,Outdoor,painted mural,Very Faded,,,,Male,,,,,,,,,,Harbor East/Little Italy,39.2856413,-76.6021943,,,
SECDC,Pegasus [Greektown],2020,,,Dominic Terlizzi,Sculpture,in place,,,,,,,,,Baltimore,MD,,Eastern Avenue and S. Lehigh Street,Greektown,,Outdoor,aluminum,,,,,Male,,,,,BRNI,,node/7449617273,,,,39.2870167,-76.5579648,,,11/12/2021 11:43pm
2009.008.BMP.MiOwe,,2009,,Missing,Michael Owen,Mural,in place,,,,Baltimore Mural Program (BOPA),,,,,Baltimore,MD,21224,Eastern Avenue Underpass,,,Outdoor,mural,,,,,Male,,,,,,,,1,Canton Industrial Area,Orangeville/E. Highlandtown,39.287326,-76.559614,,,
1939.001.CHAP.GrTur,Lizette Woodworth Reese Monument,1939,1101 E. 33rd Street,,Grace Hill Turnbull,"Monument,Sculpture",in place,Mayor & City Council,,"City of Baltimore - BOPA,Baltimore City Public Schools",Historic Monuments (CHAP),,,,,Baltimore,MD,21213,Eastern HS,,Eastern HS,Outdoor,marble,,Lizette Woodworth Reese,,8 ft. 8 in. x 10 ft. 9 in. x 5 ft. 4 in.,Female,,,,checked,,,node/6515689972,14,Better Waverly,The Waverlies, 39.328027,-76.601453,,,6/1/2019 10:25pm
1968.002.XXX.ECBou,The What Knot - 'Linear Growth Structure',1968,1530 N. Bentalou Street,,E. Clifton Boudman,Sculpture,,Mayor & City Council,Baltimore City Department of Recreation & Parks,,,,,,,Baltimore,MD,21216,Easterwood Park Recreation Center,Front lawn,Easterwood Park Recreation Center,,painted steel,,,,11 ft. 2 in. x 4 ft. 8 in. x 4 ft. 8 in.,Male,,,,checked,,,,7,Coppin Heights/Ash-Co-East,Greater Rosemont,39.306085,-76.654170,,,5/15/2019 4:05pm
1968.003.XXX.NoCar,Unknown,1968,1530 N. Bentalou Street,,Norman Kenneth Carlberg,Sculpture,,Mayor & City Council,Baltimore City Department of Recreation & Parks,,,,,,,Baltimore,MD,21216,Easterwood Park Recreation Center,Exterior,Easterwood Park Recreation Center,Outdoor,painted steel tubing,,,,,Male,,,,,,,,7,Coppin Heights/Ash-Co-East,Greater Rosemont,39.3054414463286,-76.6539240445626,,,5/15/2019 4:05pm
2008.017.BMP.MiSan,The Brilliant Light of Community,2008,1530 N. Bentalou Street,,Michelle Santos,Mural,,Mayor & City Council,Baltimore City Department of Recreation & Parks,,Baltimore Mural Program (BOPA),,,,,Baltimore,MD,21216,Easterwood Recreation Center,,Easterwood Park Recreation Center,,mural,,,,,Female,,,,,,,,7,Coppin Heights/Ash-Co-East,Greater Rosemont,39.306043,-76.654287,,,5/15/2019 4:05pm
2008.014.BMP.SpPop,Tom Miller Tribute Murals,2008,1400 E. North Avenue,,Spoon Popkin,Mural,in place,,,,Baltimore Mural Program (BOPA),,,,,Baltimore,MD,21213,Eastside Court House parking lot,Four panels on side of building facing the court building parking lot.,Baltimore City Eastside District Court Building,Outdoor,mural,,,,,Female,,,,,,,,12,East Baltimore Midway,Clifton-Berea,39.312432,-76.598272,,,10/20/2021 11:25am
1975.034.BWB.GuJon,,1975,1705 Fayette Street,,Guy Jones,Mural,in place (check),,,City of Baltimore - BOPA,Beautiful Walls for Baltimore (BOPA),Lorraine Smith,,,,Baltimore,MD,21223,Echo House,,,Indoor,painted mural,,,,,Male,,,,,,,,11,Downtown,Downtown/Seton Hill,39.29146211325886,-76.61031346272442,,,
1982.003.XXX.JCEng,Unknown,1982,4501 Edmondson Avenue,,J. Craig English,,,Mayor & City Council,Baltimore City Public Schools,"City of Baltimore - BOPA,Baltimore City Public Schools",,,,,,Baltimore,MD,21229,Edmondson-Westside Sr. HS,,Edmondson-Westside Sr. HS,,"print,wood",,,,,Male,,,,,,,,8,Uplands,Allendale/Irvington/S. Hilton,39.2933425131802,-76.6915181344579,,,5/15/2019 4:32pm
1981.009.XXX.GrMor,Westside,1981,4501 Edmondson Avenue,,Greg Moring,Sculpture,,Mayor & City Council,Baltimore City Public Schools,"City of Baltimore - BOPA,Baltimore City Public Schools",,,,,,Baltimore,MD,21229,Edmondson-Westside Sr. HS,Western entrance,Edmondson-Westside Sr. HS,,aluminum,,,,17 x 50 x 2 ft.,Male,,,,checked,,,,8,Uplands,Allendale/Irvington/S. Hilton,39.293073,-76.692053,,,5/15/2019 4:32pm
1981.004.PfA.HeLee,Local #420,1981,4501 Edmondson Avenue,,Herbert C. Lee,Sculpture,,Mayor & City Council,Baltimore City Public Schools,"City of Baltimore - BOPA,Baltimore City Public Schools",Percent for Public Art (BOPA),,,,,Baltimore,MD,21229,Edmondson-Westside Sr. HS,Over the eastern entrance,Edmondson-Westside Sr. HS,Outdoor,aluminum,,,,20 ft. x 68 ft. x 20 in.,Male,,,,checked,,,,8,Uplands,Allendale/Irvington/S. Hilton,39.293073,-76.692053,,,5/15/2019 4:32pm
1975.019.BWB.AvMar,,1975,4500 Edmonson Avenue,,Avon Martin,Mural,"""Mural Missing- no longer visible, removed, or repainted"",missing",,,City of Baltimore - BOPA,Beautiful Walls for Baltimore (BOPA),Silva Morris,,,,Baltimore,MD,21229,Edmonson Village Shopping Center,Facade of Shopping Center,,Outdoor,painted mural,No longer visible,,,,,,,,,,,,8,Rognel Heights,Beechfield/Ten Hills/West Hills,39.2935093,-76.692161,,,
1979.006.XXX.ReKra,Thurgood Marshall,1979,W. Pratt Street and Hopkins Place,Intersection,Reuben Robert Kramer,"Monument,Sculpture",in place,Mayor & City Council,"City of Baltimore,Baltimore City Department of Housing and Community Development",City of Baltimore - BOPA,"Percent for Public Art (BOPA),Baltimore's Inner Harbor Redevelopment",,,,,Baltimore,MD,21201,Edward A. Garmatz U.S. Courthouse,Northeast corner of intersection,Edward A. Garmatz U.S. Courthouse,Outdoor,bronze,Bronze Statue of Thurgood Marshall on pedestal,,,"10’ H x 30” W x 28” D (sculpture), 55 ½” H (pedestal)",Male,,,,checked,,,node/6471479935,11,Downtown West,Downtown/Seton Hill,39.286569,-76.617441,,,5/13/2019 11:04pm
,Woman With Sunglasses on Bench,2009,,Missing,George Segal,Sculpture,in place,Private Property,,Johns Hopkins University,Johns Hopkins University Public Art Program,,,,,Baltimore,MD,,Eisenhower Library,,,Indoor,,,,gift from the Donna and Carroll Janis family,,,,,,,,,,,,,,,Missing,,8/29/2022 11:09pm
2009.010.BMP.MaSel,Elwood Park,2009,3030 Jefferson Street,,Mark Selby,Mural,"Mural replaced with new design,painted over",Mayor & City Council,Baltimore City Department of Recreation & Parks,,Baltimore Mural Program (BOPA),,,,,Baltimore,MD,21205,Elwood Park,,Elwood Park,Outdoor,mural,,,,,Male,,,,,,,,13,Ellwood Park/Monument,Patterson Pk N&E,39.296485,-76.574230,,,8/22/2022 1:24pm
,Elwood Park,2021,3030 Jefferson Street,,Andy Dahl,Mural,in place,Mayor & City Council,Baltimore City Department of Recreation & Parks,,,,,,,Baltimore,MD,21205,Elwood Park,,Elwood Park,Outdoor,mural,,,,,Male,,,,,Southeast CDC General Funds,,,,,,39.296485,-76.574230,,,12/21/2021 9:49pm
501,Bank Job,,100 E. Pratt Street,,Robert Rauschenberg,,demolished,,,,,,,,,Baltimore,MD,21201/2,Equitable Bank Center,Lobby,,Indoor,,No longer there,,,,Male,,,No longer there,,,,,11,Downtown West,Downtown/Seton Hill,39.2872259,-76.6150376,,,
1967.012.XXX.WiWoo,Unknown,1967,1624 Eutaw Place,,William Woodward,Sculpture,,Mayor & City Council,Baltimore City Public Schools,"City of Baltimore - BOPA,Baltimore City Public Schools",,,,,,Baltimore,MD,21217,Eutaw Marshburn ES,Exterior,Eutaw Marshburn ES,Outdoor,metal wall sculpture,,,,,Male,,,,,,,,11,Madison Park,Upton/Druid Hts,39.306769391077694,-76.62980665680732,,,5/15/2019 4:32pm
1967.007.PfA.ThHof,Untitled,1967,1624 Eutaw Place,,Thomas F. Hoffmaster,Sculpture,,Mayor & City Council,Baltimore City Public Schools,"City of Baltimore - BOPA,Baltimore City Public Schools",Percent for Public Art (BOPA),,,,,Baltimore,MD,21217,Eutaw Marshburn ES,Exterior; over entrance,Eutaw Marshburn ES,Outdoor,bronze,,,,,Male,,,,checked,,,,11,Madison Park,Upton/Druid Hts,39.306637,-76.629966,,,5/15/2019 4:32pm
1911.002.CHAP.JeMer,Francis Scott Key Monument,1911,1280 Eutaw Place,,Marius Jean Antonin Mercié,"Monument,Sculpture",in place,Mayor & City Council,,Commission for Historical and Architectural Preservation (CHAP),Historic Monuments (CHAP),,,,,Baltimore,MD,21217,Eutaw Place,,Eutaw Place,Outdoor,,,Francis Scott Key,,,Male,,,,checked,,,way/380020297,11,Madison Park,Upton/Druid Hts,39.30388820,-76.62604325,,,5/15/2019 4:20pm
2016.004.AaW.IaRan,Welcome to Eutaw-Marshburn Elementary,2016,1624 Eutaw Place,,Iandry Randriamandroso,Mural,in place,Mayor & City Council,Baltimore City Public Schools,"City of Baltimore - BOPA,Baltimore City Public Schools",Art@Work Upton (BOPA),"Chauna Krauss,Parrish Anderson,Martaja Bakersville,Tyrek Brown,Ariel Goldberg,Tykiera Lewis,Tykeria Owens,Malia Pinkney,Shydi Richardson-Griffin,Tailyn Robinson,Chad Taylor,Najee Adams",,6/1/2016,,Baltimore,MD,21217,Eutaw-Marshburn ES,,Eutaw Marshburn ES,Outdoor,mural,,,,,Male,,,,,,,,11,Madison Park,Upton/Druid Hts,39.306140, -76.630291,,,6/16/2022 10:26pm
1902.001.CHAP.Unknown,Apollo Belvedere,1902,4545 N. Charles Street,,,Sculpture,,Private Property,,,,,,,,Baltimore,MD,21212,Evergreen House (Johns Hopkins University),Garden,"""Johns Hopkins University, Homewood Campus""",Outdoor,bronze,,,,90 in. x 4 ft. 6 in. x 3 ft. 4 in.,,,,,checked,,,,4,Loyola/Notre Dame,North Balto./Guilford/Homeland,39.348466,-76.622466,,,8/21/2020 9:12pm
1902.002.CHAP.Unknown,Athena Parthenog,1902,4545 N. Charles Street,,,Sculpture,,Private Property,,,,,,,,Baltimore,MD,21212,Evergreen House (Johns Hopkins University),Garden,"""Johns Hopkins University, Homewood Campus""",Outdoor,bronze,,,,89 in. x 4 ft. x 33 in,,,,,checked,,,,4,Loyola/Notre Dame,North Balto./Guilford/Homeland,39.348466,-76.622466,,,8/21/2020 9:13pm
1975.025.BWB.WaCam,,1975,Belair Road & Frankford Avenue,Intersection,Wayne Cambern,Mural,"""Mural Missing- no longer visible, removed, or repainted"",missing",,,City of Baltimore - BOPA,Beautiful Walls for Baltimore (BOPA),Kim Davenport,,,,Baltimore,MD,21206,exact location unclear,,,Outdoor,painted mural,No longer visible,,,,Male,,,,,,,,,,Cedonia/Frankford,39.3381089,-76.5516614,Approximate,,
2004.001.XXX.AlAyc,Swing Over,2004,31 Hopkins Plaza,,Alice Aycock,Sculpture,in place,Federal Property,,,Art in Architecture Program,,,,,Baltimore,MD,21201,Fallon Federal Building,Hopkins Plaza entrance,,Outdoor,aluminum,Gigantic musical instruments,,Check on materials/medium,,Female,,,,,,,node/9239156642,11,Downtown,Downtown/Seton Hill,39.288137,-76.617526,,,11/9/2021 7:00pm
1975.011.PfA.TyStr,suspended aircraft 1890-1912,1975,3801 Fallstaff Road,,Tylden Westcott Streett,Sculpture,in place,Mayor & City Council,,"City of Baltimore - BOPA,Baltimore City Public Schools",Percent for Public Art (BOPA),,,,,Baltimore,MD,21215,Fallstaff MS,Interior,Fallstaff MS,Indoor,,,,,,Male,,,,,,,,5,Fallstaff,Glen-Falstaff,39.36280614672336,-76.705457625912,,,8/21/2020 9:17pm
1976.004.PfA.JoFer,Unknown,1976,300 Pontiac Avenue,,John D. Ferguson,Sculpture,,Mayor & City Council,Baltimore City Public Schools,"City of Baltimore - BOPA,Baltimore City Public Schools",Percent for Public Art (BOPA),,,,,Baltimore,MD,21225,Farring ES,Exterior,Farring ES,Outdoor,"aluminum,stainless steel,corten steel",,,,,Male,,,,,,,,10,Brooklyn,Brooklyn/Curtis Bay/Hawkins Pt,39.236652,-76.607018,,,5/15/2019 4:32pm
1969.019.XXX.EdSaf,Unknown,1969,4501 Farring Court,,Edward Safell,Mural,,Mayor & City Council,Baltimore City Department of Recreation & Parks,,,,,,,Brooklyn,MD,21225,Farring-Baybrook Recreation Center,Interior,Farring-Baybrook Recreation Center,Indoor,mural,,,,,Male,,,,,,,,10,Brooklyn,Brooklyn/Curtis Bay/Hawkins Pt,39.2251199,-76.5996596,,,5/15/2019 4:05pm
1972.006.PfA.EdWhi,Untitled [Crab],1972,1040 Williams Street,,Edmund Whiting,Sculpture,in place,Mayor & City Council,Baltimore City Public Schools,"City of Baltimore - BOPA,Baltimore City Public Schools",Percent for Public Art (BOPA),,,,,Baltimore,MD,21230,Federal Hill ES,Entrance plaza; now Federal Hill Preparatory School,Federal Hill ES,Outdoor,copper,,,,,Male,,,,checked,,,node/9234165910,11,Federal Hill,Inner Harbor/Federal Hill,39.277592, -76.610902,,,11/7/2021 8:55pm
489,Colonel George Armistead Monument,1882,300 Warren Avenue,,G. Metzger,"Monument,Sculpture",in place,Mayor & City Council,Baltimore City Department of Recreation & Parks,Commission for Historical and Architectural Preservation (CHAP),Historic Monuments (CHAP),,,9/12/1882,,Baltimore,MD,21230,Federal Hill Park,,Federal Hill Park,Outdoor,,,Colonel George Armistead,Rebuilt in 1882; originally erected 1828,,Female,,,,,,,node/358254185,11,Federal Hill,Inner Harbor/Federal Hill,39.2801797,-76.6080925,,,12/22/2021 9:24am
,Grand Army of the Republic Sundial,1933,300 Warren Avenue,,Unknown,Monument,,Mayor & City Council,Baltimore City Department of Recreation & Parks,,,,,,,Baltimore,MD,21230,Federal Hill Park,,Federal Hill Park,Outdoor,,,,,17 ft. x 3 ft. 6 in. x 3 ft. 6 in.,,,,,,,,,11,Federal Hill,Inner Harbor/Federal Hill,39.279632,-76.6101548,,,5/15/2019 4:07pm
1917.001.CHAP.HaSchu,Major General Samuel Smith Monument,1917,404 Key Highway,,Hans K. Schuler,"Monument,Sculpture",in place,Mayor & City Council,Baltimore City Department of Recreation & Parks,,,,,,,Baltimore,MD,21218,Federal Hill Park ,"Federal hill, previously located at Johns Hopkins University  and then Pratt and Light Sts",Federal Hill Park ,Outdoor,bronze,,Samuel Smith,,96 x 36 x 36 in.,Male,,,,checked,,,node/1696272869,11,Federal Hill,Inner Harbor/Federal Hill,39.28020606047036,-76.6083796965418,,,4/24/2021 12:20am
1977.031.BWB.RoSpe,,1977,Broadway,,Ronald Spencer,Mural,,Mayor & City Council,Baltimore City Department of Recreation & Parks,City of Baltimore - BOPA,Beautiful Walls for Baltimore (BOPA),,,,,Baltimore,MD,,Fells Point Recreation Center,Recreation Pier,Fells Point Recreation Center,Indoor,painted mural,,,,,Male,,,,,,,,1,,Harbor East/Little Italy,39.281888,-76.6016373,,,5/15/2019 4:05pm
1923.001.CHAP.HaSch,Fifth Regiment Armory Tablet,1923,219 29th Division Street,,Hans K. Schuler,"Monument,Relief",in place,State of Maryland,,,,,,,,Baltimore,MD,21217,Fifth Regiment Armory,,,Outdoor,bronze,,,,120 in. x 22 ft. x 14 in.,Male,,,,checked,,,,11,Madison Park,Midtown,39.30404535,-76.62192222,,,6/3/2019 9:54am
540,Reflections World War II Memorial,1984,219 W. Hoffman Street,,,Memorial,in place,State of Maryland,,,,,,,,Baltimore,MD,21217,Fifth Regiment Armory,,Fifth Regiment Armory,Outdoor,stone,,,,80 in. x 4 ft. x 34 in.,,,,,,,,node/9239126302,11,Madison Park,Midtown, 39.304076,-76.621795 ,Approximate,,11/9/2021 5:22pm
523,Harbor Sound Bell,,555 Light Street,Missing,Unknown,,missing,,,,,,,,,Baltimore,MD,21202,"Fingers Pier, Inner Harbor",,,Outdoor,,,,,,,,,,,,,,,,,39.2830338,-76.6117259,,,
1990.009.XXX.TyStr,Baltimore City Fire Fighters Monument,1990,410 E. Lexington Street,,Tylden Westcott Streett,"Sculpture,Monument",in place,,,,,,,,,Baltimore,MD,21202,Fire Department Headquarters,410 E. Lexington and Gay Sts.,,Outdoor,bronze,Firefighter standing with ax,,,,Male,,,,checked,,,node/6515787063,11,Downtown,Downtown/Seton Hill,39.291484,-76.609251,,,6/1/2019 10:51pm
1967.002.XXX.WiFin,Unknown,1967,1503-15 W. Lafayette Avenue,,William Finkelstein,Mosaic,,,,,,,,,,Baltimore,MD,21207,Fire House,Entrance wall,,,ceramic tile,,,,,Male,,,,,,,,9,Harlem Park,Sandtown-Winchester/Harlem Pk,39.298781,-76.642064,,,
1992.004.PfA.LiKas,The Rescue,1992,3906 Liberty Heights Avenue,,Lisa Kaslow,Sculpture,in place,,,,Percent for Public Art (BOPA),,,,,Baltimore,MD,21207,Fire Station #3 / Former Fire Station Company #12,West wall of station,,Outdoor,steel,Fireman and woman; fireman entering building with fire truck below,,,7 ft. 2 in. x 15 ft. 10 in. x 7 in.,Female,,2009; 1991/1993,"Some Areas of Rust; entire relief has spots of rust, paint does not seem to have gotten down into the weilds which are allready rusting, middle of the rowhouse left of the ladder is rusting in a spot where paint was disturbed bu something 'thrown,' installation bolts and wields rusting and staining surface below",checked,,,node/9239162365,6,Dorchester,Dorchester/Ashburton,39.3280555,-76.6836046,,,11/9/2021 5:38pm
1985.006.XXX.GeGre,Engine Company 43,1985,1100 Walters Avenue,,George Mossman Greenamyer,Sculpture,,,,,,,,,,Baltimore,MD,21239,Fire Station #43,Chinaquapin Street,,,steel,,,,7 ft. 4 in. x 8 ft. x 23 in.,Male,,,,checked,,,,4,Glen Oaks,Loch Raven,39.359277,-76.597346,,,
1960.002.CHAP.EdBer,Angel of Truth,1960,12 W. Franklin Street at Charles Street,,Edward Berge,Relief,,Private Property,,,,,,,,Baltimore,MD,21201,First Unitarian Church,Entrance pediment,,,terra cotta,,,,12 x 28 ft.,Male,,,,checked,,,,11,Mount Vernon,Midtown,39.29523222209315,-76.6158026670017,,,4/24/2021 12:06am
1818.001.CHAP.AnCap,Angel of Truth,1818,12 W. Franklin Street at Charles Street,,Antonio Capellano,Relief,,Private Property,,,,,,,,Baltimore,MD,21201,First Unitarian Church,Entrance pediment,,,terra cotta,,,,12 x 28 ft.,Male,,,,,,,,11,Mount Vernon,Midtown,39.29523222209315,-76.6158026670017,,,4/24/2021 12:06am
1980.007.PfA.AmRot,Unknown,1980,4300 Chatham Road,,Amalie Rothschild,Sculpture,,Mayor & City Council,Baltimore City Public Schools,"City of Baltimore - BOPA,Baltimore City Public Schools",Percent for Public Art (BOPA),,,,,Baltimore,MD,21207,Forest Park HS,Interior,Forest Park HS,Indoor,acrylic windows,,,,,Female,,,,,,,,6,Dorchester,Dorchester/Ashburton,39.3307596570587,-76.6897353363135,,,8/22/2022 10:51pm
1980.005.PfA.MoMcC,Unknown,1980,4300 Chatham Road,,Montgomery McCausland,,,Mayor & City Council,Baltimore City Public Schools,"City of Baltimore - BOPA,Baltimore City Public Schools",Percent for Public Art (BOPA),Wendy McCausland,,,,Baltimore,MD,21207,Forest Park HS,Interior windows,Forest Park HS,Indoor,acrylic,,,,,,,,,,,,,6,Dorchester,Dorchester/Ashburton,39.3307596570587,-76.6897353363135,,,11/9/2021 5:28pm
1980.004.PfA.BiJoy,Unknown,1980,4300 Chatham Road,,Bill Joyner,,,Mayor & City Council,Baltimore City Public Schools,"City of Baltimore - BOPA,Baltimore City Public Schools",Percent for Public Art (BOPA),,,,,Baltimore,MD,21207,Forest Park HS,Interior,Forest Park HS,Indoor,acrylic windows,,,,,Male,,,,,,,,6,Dorchester,Dorchester/Ashburton,39.333094,-76.689383,,,5/15/2019 4:32pm
1975.012.PfA.KyWin,Unknown,1975,4300 Chatham Road,,Kylis Winborne,,,Mayor & City Council,Baltimore City Public Schools,"City of Baltimore - BOPA,Baltimore City Public Schools",Percent for Public Art (BOPA),,,,,Baltimore,MD,21207,Forest Park HS,Interior windows,Forest Park HS,Indoor,acrylic windows,,,,,Male,,,,,,,,6,Dorchester,Dorchester/Ashburton,39.3307596570587,-76.6897353363135,,,5/15/2019 4:32pm
1922.002.CHAP.ChNie,Orpheus with the Awkward Foot,1922,2400 E. Fort Avenue,,Charles Henry Niehaus,"Monument,Sculpture",in place,Federal Property,National Park Service,National Park Service,,,,,,Baltimore,MD,21230,Fort McHenry,Middle of entrance road,,Outdoor,bronze,,Charles Henry Niehaus,,,Male,,,,checked,,,node/4978535780,11,Locust Point Industrial Area,South Baltimore,39.264182590060116,-76.58215081102375,,,4/24/2021 12:30am
1914.001.CHAP.EdBer,Colonel George Armistead Monument,1914,2400 E. Fort Avenue,,Edward Berge,"Monument,Sculpture",in place,,,,,,,,,Baltimore,MD,21230,Fort McHenry,,,Outdoor,bronze,,Colonel George Armistead,,16 ft.,Male,,,,checked,,,node/7814514656,11,Locust Point Industrial Area,South Baltimore,39.26491253321649,-76.58028262898476,,,4/24/2021 12:30am
1969.010.PfA.EaHof,Unknown,1969,2701 E. Oliver Street,,Earl F. Hofmann,Sculpture,,Mayor & City Council,Baltimore City Public Schools,"City of Baltimore - BOPA,Baltimore City Public Schools",Percent for Public Art (BOPA),,,,,Baltimore,MD,21213,Fort Worthington ES,Exterior - may have been removed from vandalism,Fort Worthington ES,Outdoor,gunite,,,,,Male,,,,,,,,13,Berea,Clifton-Berea,39.3077103,-76.5807083,,,10/4/2019 1:14pm
1975.007.XXX.MaMea,Brio,1975,2701 E. Oliver Street,,Mary Ann Mears,Sculpture,,Mayor & City Council,Baltimore City Department of Recreation & Parks,,,,,,,Baltimore,MD,21213,Fort Worthington Recreation Center,Exterior,Fort Worthington Recreation Center,Outdoor,painted metal,,,,10 ft. 2 in. x 9 ft. 6 in. x 7 ft. 6 in.,Female,,,,checked,,,,13,Four By Four,Belair-Edison,39.3161999999999,-76.5766299999999,,,4/23/2021 11:42pm
2009.002.BMP.ToCla,,2009,2710 E. Hoffman Street,,Tom Clayton,Mural,in place,Mayor & City Council,Baltimore City Department of Recreation & Parks,,Baltimore Mural Program (BOPA),,,,,Baltimore,MD,21213,Fort Worthington Recreation Center,,Fort Worthington Recreation Center,Outdoor,mural,,,,,Male,,,,,,,,13,Berea,Clifton-Berea,39.307444,-76.578768,,,10/4/2019 1:01pm
1996.010.XXX.AlMas,Untitled [Sisyphus],1996,13013 W. Mt Royal Avenue,,Allyn Massey,Sculpture,in place,Private Property,,Maryland Institute College of Art,,,,,,Baltimore,MD,21217,"Fox Building, Maryland Institute College of Art",Roof of Fox Building at MICA,Maryland Institute College of Art,Outdoor,steel,Large Sphere created with steel rods,,Good condition,,,,,,,,,node/9971220666,11,Bolton Hill,Midtown,39.308797,-76.621304,,,8/22/2022 9:02pm
1977.001.PfA.AlBal,Steel Henge,1977,100 N. Calhoun Street,,Alton B. Balder,Sculpture,,Mayor & City Council,,"City of Baltimore - BOPA,Baltimore City Public Schools",Percent for Public Art (BOPA),,,,,Baltimore,MD,21223,Francis M. Wood Alternative HS,Now Vivien Thomas Medical Arts Academy; Exterior; front lawn,Francis M. Wood Alternative HS,Outdoor,painted steel,,,,18 x 28 1/2 x 20 1/2 ft.,Male,,,,checked,,,node/7833999826,9,Franklin Square,Southwest Baltimore,39.290609, -76.639828,,,8/21/2020 11:45pm
1975.043.XXX.JeMei,Unknown,1975,1425 E. Fort Avenue,,Jeffrey N. Meizlik,,,Mayor & City Council,,"City of Baltimore - BOPA,Baltimore City Public Schools",Percent for Public Art (BOPA),,,,,Baltimore,MD,21230,Francis Scott Key E/MS,Entrance lobby wall,Francis Scott Key E/MS,Indoor,clay,,,,,Male,,,,,,,,11,Locust Point,South Baltimore,39.2692137031341,-76.5943823620731,,,5/15/2019 4:32pm
1988.004.PfA.JoMcC,Unknown,1988,1425 E. Fort Avenue,,John D. McCarty,Sculpture,,Mayor & City Council,,"City of Baltimore - BOPA,Baltimore City Public Schools",Percent for Public Art (BOPA),,,,,Baltimore,MD,21230,Francis Scott Key E/MS,Interior; entrance wall,Francis Scott Key E/MS,Indoor,steel,,,,,Male,,,,checked,,,,11,Locust Point,South Baltimore,39.268205,-76.594534,,,9/20/2022 1:17pm
